texts,labels
"AP - Ashlee Simpson is getting behind the mic again  #151; only this time, she's promising it will be live. Simpson, whose lip-synch-gone-awry on NBC's ""Saturday Night Live"" in October made her an instant punch line, will headline a concert for AOL Monday in Los Angeles, AOL told The Associated Press Friday.",3
" GAZA (Reuters) - The Israeli army killed seven militants in  and around the northern Gaza Strip Saturday, raising the  Palestinian death toll to 45 in one of the biggest and  bloodiest offensives in four years of conflict.",0
"Symantec recently issued its biannual Internet threat report, which notes, among other trends, that e-commerce sites were the most targeted by hackers in the first six months of this year.",3
"FALLUJAH, Iraq - US aircraft pounded the insurgent enclave of Fallujah on Saturday, killing seven Iraqis in a raid the military said targeted a suspected hideout of a militant group.",0
"A Thai legislator says the death toll from a riot and its aftermath in the largely Muslim south may be far higher than the officially acknowledged 85, most of whom suffocated in army custody.",0
"Eight months after their contract expired, London #39;s outside workers remain without a new deal. Contract talks are not scheduled and none have been held since June when new city manager Jeff Fielding arrived ",2
"PHILADELPHIA - As sophomore Dustin Salisberys desperation three-point attempt with two seconds remaining sailed awry, so did the hopes of a Temple upset over #6/5 Wake Forest , who escaped with a 67-64 win on Monday night at the Liacouras Center .",1
A row over intellectual property claims from Microsoft Corp. has dealt a fatal blow to an ambitious effort by Internet engineers to create a technical standard for curbing junk e-mail.,2
"Apple Computer has released Mac OS X 10.3.6, an upgrade that offers improvements in several areas of the operating system. The improvements include added compatibility with FireWire audio and USB devices; updates ",3
RealNetworks has stepped up its music  #39;war #39; on Apple Computer--with results it clearly didn #39;t expect. ,3
Iraqi Airways is reportedly planning to restart international flights after a 14-year break on Saturday.,0
"London, Oct. 11: Britains second-largest general insurance group, Royal  amp; Sun Alliance, is to save 10 million a year by outsourcing 1,100 jobs in call centres, administration and processing to India over the next two years.",2
Scientists believe that they have reconstructed the pivotal event that created the one-celled organism from which all animals and plants are descended.,3
China and Pakistan officials voiced their common aspiration of furthering ties between the two armies during a meeting here Wednesday.,0
"Late Wednesday, Microsoft announced three updated MSN services that are designed to make email, instant messaging (IM) and online sharing more integrated experiences.",3
"Florida insurers, after weathering two hurricanes in the last month, are scrambling to compile damage assessments while bracing for another potential storm this weekend that could further erode profits.",2
"Nation needs government help to maintain competitive edge, group says.",3
CBC SPORTS ONLINE - The Montreal Expos might be able to teach the Florida Marlins a thing or two about playing baseball at neutral venues.,1
"Martin Frankel,  who defrauded insurance companies out of more than \$200m is jailed for 16 years",2
Health officials in the Mexican state of Chihuahua fail to deal with a rat plague by sending in hundreds of cats.,0
WASHINGTON - A complete rewrite of the U.S. copyright system was just one proposal aired Thursday during a contentious series of panel discussions at a U.S. Federal Trade Commission (FTC) workshop on peer-to-peer technology.,3
Grassroots movement to register younger voters leaves publishing tools accessible to outsiders.,3
"NEW YORK - Stocks drifted lower in extremely light trading Monday as a disappointing consumer income report prompted investors to collect profits after two weeks of gains.    While investors were cheered by the Commerce Department's report of a strong rise in consumer spending for July, growth in incomes was nearly flat...",0
"Dell Inc. will install Novell Inc.'s Suse Linux operating system on Dell PowerEdge servers as part of a worldwide agreement, the companies announced Wednesday at the LinuxWorld conference in Frankfurt, Germany.",3
An attempt to block the Bush administration's proposed changes in overtime rules was killed before the 2005 spending bill received final congressional approval over the weekend.,2
"The image of a blurry red ball near a failed star just might be the first picture ever snapped of a planet outside our solar system, an astronomer who helped find the object said on Monday.",3
"Two industry heavyweights have completed interoperability tests of a new technology designed to drive the convergence of voice, data, and video services over wireless and fixed infrastructure based on the Internet Protocol.",3
"Tim Galligan, a former All-New England soccer goalie at Framingham High School, has made an impressive freshman debut at Saint Anselm College in Manchester, N.H.",1
"Sammy Sosa was out of the lineup against the Montreal Expos yesterday because of bursitis in his right hip. And his replacement, Ben Grieve, was injured while making a catch.",1
Reuters - The NFL handed down fines to 15\players involved in a scuffle between the Minnesota Vikings and\Chicago Bears on Sept. 26.,1
"GAZA CITY , September 3 (IslamOnline.net  amp; News Agencies) - Palestinian detainees in Israeli jails have decided to call off an 18-day hunger strike after most of their demands for better conditions were met, according to a Palestinian cabinet minister.",0
"Taiwan #39;s shares ended higher Monday, with traditional stocks gaining following the transfer of military leadership in rival China to its president, Hu Jintao, analysts said.",0
Lebanese opposition parties join forces for the first time to counter Syria's influence over Lebanese politics.,0
"A HARDWARE from the Land of the Rising Sun, JVC, has signed up to the Blu-ray format and joined the Blu-ray Disc Association. Although the public commitment to the next generation DVD standard is new, JVC ",3
WASHINGTON - Crude oil prices soaring to nearly \$50 a barrel have heightened concerns that sustained high energy costs could drag the slowing US and world economies into a more serious downturn.,2
Proposals for changing the gambling industry in Britain are published by the government.,0
"AFP - Sudanese security forces in Darfur are claiming they have no orders to disarm pro-government militias blamed for atrocities in the region, the head of rights group Amnesty International said.",0
Aug. 18 (Bloomberg) -- Paul Hamm out-scored South Korean Kim Dae Eun in the final exercise to become the first US gymnast to win the all-round men #39;s title at an Olympic Games. ,1
Linux seller plans to release Netscape Enterprise Suite as open-source software in a bid to expand beyond its core product.,3
" BRUSSELS (Reuters) - The European Union has agreed to  implement last year's U.N. decision to lift economic sanctions  on Libya as well as ending its arms embargo on the North  African country, diplomats said on Wednesday.",0
Ryder Cup wild card favourites Colin Montgomerie and Luke Donald inspired each other to challenge strongly in the first round of the BMW International Open on Thursday.,1
