param_annealing_alphas,param_clustering_loss_weight,param_embedding_extractor,best_matching,accuracy,ari,nmi
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 1, 2: 3, 3: 0}",0.7617554858934169,0.4910319250524536,0.5131718040792902
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.28996865203761757,0.0009504119123631743,0.004283011625234763
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 0, 2: 1, 3: 2}",0.512539184952978,0.27598585036702883,0.3166093034416804
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 2, 3: 1}",0.29780564263322884,0.005626589452505801,0.012235516218913558
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.3056426332288401,0.022258636059261105,0.029649770671167166
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 1, 2: 0, 3: 2}",0.3934169278996865,0.092921587207869,0.09595670148408313
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 0, 2: 2, 3: 3}",0.8166144200626959,0.5939893387638958,0.581729384543664
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 2, 2: 1, 3: 3}",0.8025078369905956,0.5742882976406094,0.5845259465319553
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 1, 1: 3, 2: 0, 3: 2}",0.85423197492163,0.6596981778686977,0.6334198400146419
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 1, 2: 3, 3: 0}",0.8009404388714734,0.5703698813271262,0.5794447576070414
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 1, 2: 3, 3: 0}",0.493730407523511,0.2778960459925284,0.3158808795211077
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 1, 2: 0, 3: 3}",0.30094043887147337,0.0037437848700881777,0.010389172398357127
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.6285266457680251,0.3200455045430576,0.3233245179006664
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 3, 2: 1, 3: 2}",0.29310344827586204,0.004710596273705642,0.010405034406320606
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 1, 2: 2, 3: 0}",0.2946708463949843,0.0046055499042926065,0.010889234529013433
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 2, 2: 3, 3: 1}",0.7915360501567398,0.5517395757836969,0.5654638438230256
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.3103448275862069,0.012296671963731238,0.024095942238464
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.2852664576802508,0.003008864446682592,0.008243138981744521
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 3, 2: 0, 3: 1}",0.2993730407523511,0.006711069780696695,0.012670551338432937
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 2, 3: 1}",0.29310344827586204,0.004662339131043439,0.009955762999195131
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 0, 2: 3, 3: 1}",0.2946708463949843,0.004753687963623765,0.01016823900107333
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 2, 3: 3}",0.31191222570532917,0.007975451403702542,0.014619724253933358
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 2, 2: 0, 3: 3}",0.5015673981191222,0.2692942647766142,0.38285754189147847
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 1, 1: 2, 2: 3, 3: 0}",0.7617554858934169,0.5031510701080841,0.5379402894598418
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 0, 2: 2, 3: 1}",0.5,0.27975163395921265,0.36711928001348393
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 1, 2: 2, 3: 3}",0.835423197492163,0.6235356334351956,0.6025933343603237
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 1, 2: 0, 3: 3}",0.2962382445141066,0.00565715272191649,0.009504841379453375
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 2, 2: 3, 3: 0}",0.28996865203761757,0.0038077349886452955,0.009414259896408126
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 1, 1: 0, 2: 3, 3: 2}",0.30094043887147337,0.006841810797146061,0.013249552222669913
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 0, 3: 1}",0.4278996865203762,0.11383028954032545,0.13629316851013717
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 1, 2: 2, 3: 0}",0.4561128526645768,0.14517907514539932,0.2045749107428654
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 2, 2: 3, 3: 1}",0.6849529780564263,0.4932788768824562,0.5304725113883704
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 2, 2: 3, 3: 1}",0.42476489028213166,0.16717430522135673,0.21457151364901783
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 1, 2: 0, 3: 2}",0.7758620689655172,0.53861443361037,0.5334371827770922
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.2774294670846395,0.0003120911484804964,0.005313255002488346
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 3, 2: 0, 3: 1}",0.2946708463949843,0.006177729628009134,0.011678848385829124
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 1, 2: 2, 3: 0}",0.29310344827586204,0.004723724718024654,0.010130567746209924
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 0, 2: 2, 3: 1}",0.4561128526645768,0.17291587313605186,0.22344488996928324
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 0, 2: 3, 3: 2}",0.3072100313479624,0.005862305886962776,0.012536508698163324
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 2, 2: 1, 3: 0}",0.30877742946708464,0.006854908047956066,0.013227657133407327
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 1, 1: 0, 2: 3, 3: 2}",0.2852664576802508,0.002179982370734085,0.006576431256801386
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.8275862068965517,0.6036604239151302,0.5743413553228688
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 3, 2: 1, 3: 0}",0.27586206896551724,0.00013206898195748301,0.0032559505388803354
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 3, 2: 0, 3: 1}",0.3213166144200627,0.010585084597042814,0.019595817732846407
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.2884012539184953,0.00363277050394085,0.008815745092391407
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 0, 3: 1}",0.29153605015673983,0.001973567421429319,0.00875090094008894
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 0, 3: 1}",0.39655172413793105,0.10562794876898948,0.1490269994593442
"[0.1        0.42320861 0.75156841 1.07797116 1.40871101 1.74819141
 2.09936739 2.46436829 2.84484834 3.24217832]",1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 0, 2: 2, 3: 1}",0.4106583072100313,0.08831940680334027,0.0975083821908212
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.27586206896551724,4.005336987915034e-05,0.0031532161206740818
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 1, 1: 0, 2: 2, 3: 3}",0.2774294670846395,0.0016888400170958296,0.015633844048691257
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 1, 1: 0, 2: 2, 3: 3}",0.26802507836990597,-0.0008097428330149347,0.011784664759268124
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 1, 1: 3, 2: 0, 3: 2}",0.49686520376175547,0.1767158298523486,0.2695480306497124
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.322884012539185,0.02510627373868395,0.04435125390082329
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.28056426332288403,-0.00022965299608823905,0.00835529680939667
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 3, 3: 0}",0.27899686520376177,0.0008127595485730183,0.018198949223668673
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 1, 2: 2, 3: 0}",0.26332288401253917,-0.0021315661689495762,0.011133062794962933
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.2711598746081505,-0.00037417221092067864,0.0057875376227219345
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 1, 2: 0, 3: 2}",0.2774294670846395,-3.4169994260888706e-05,0.009968942389231725
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 1, 2: 0, 3: 3}",0.27899686520376177,0.00040450073683344064,0.003903426061845829
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 3, 2: 0, 3: 1}",0.27586206896551724,-0.000509974231524037,0.005833258003465448
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 2, 1: 1, 2: 0, 3: 3}",0.274294670846395,-0.0004228959545723076,0.012755780351447605
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 0, 2: 3, 3: 2}",0.27586206896551724,-0.0006457027676958973,0.014141826777787352
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 0, 2: 1, 3: 2}",0.28683385579937304,0.0017501690564975937,0.018044981171224224
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
