texts,labels
"Tennessee Titans cornerback Michael Waddell (36) intercepts a pass intended for Kansas City Chiefs wide receiver Eddie Kennison (87) in the second quarter Monday, Dec. 13, 2004 in Nashville, Tenn.",1
The Treo allows users to dial contacts by name from a contacts list or enter a name or number on the improved backlit Qwerty keyboard or on-screen dial pad.,3
"The Milan midfielder believes that the Rossoneri are ready to take on Juventus on Saturday night. Clarence Seedorf will be facing his former coach at Real Madrid, Fabio Capello, this weekend, but hed rather ",1
"The Amazon.co.uk is launching a DVD rental service, the online retailer #39;s first foray into a market that was pioneered by US-based Netflix.",2
"09.12.04 - By Janne Romppainen: Unlike many perhaps expected beforehand, in the year 2004 the heavyweight division has given the fans plenty of interesting fights.",1
"Riding on record revenue across all its business segments, Hewlett- Packard Co. delivered surprisingly strong financial reports for its fiscal fourth quarter, with profit up 26.5 percent.",2
Washington state #39;s \$3.2 billion package of tax incentives for Boeing #39;s 7E7 project has become a focal point of the quickly worsening trade dispute between the US and Europe over government support for airplane makers.,2
AP - Indonesian voters hungry for change are expected on Monday to do something that was unthinkable during the country's three decades of authoritarian rule  #151; toss out an incumbent president and vote in a political newcomer who has promised to crack down on corruption and revive the battered economy.,0
Mod chips such as the Xecuter allow the Xbox to perform unauthorized tricks.,3
"Reuters - Apple Computer Inc. (AAPL.O) has\agreed to recall about 28,000 batteries used in its 15-inch\PowerBook G4 laptop computers, the U.S. Consumer Product Safety\Commission said on Thursday.",3
"AP - Scott Rolen is contributing again  #151; and that's bad news for the Houston Astros. The Cardinals twice rallied from a two-run deficit in their 10-7 victory over the Houston Astros in Game 1 of the National League championship series on Wednesday night. Rolen was responsible for tying it the second time, ending a 3-for-32 slump with a line-drive single in the fifth inning.",1
"December 15, 2004 -- (WEB HOST INDUSTRY REVIEW) -- According to reports release on Tuesday Hollywood movies studios sued numerous operators of computer servers that help transfer digital movie files across online file-sharing networks.",3
"NEW YORK - An auction of important manuscripts, letters and other items belonging to poet and playwright Oscar Wilde goes up for auction this month, the 150th anniversary of the ever-controversial Irish-born writer's birthday.    The 104-item collection, exhibited Thursday at Sotheby's Manhattan location, includes some of the most desirable items from the witty Wilde's holdings...",0
Allowing consumers to search the content of books online could shift the balance of power between companies that produce books and those that sell them.,3
Researchers at electronics giant TDK have developed a tough new coating that promises to make scratched DVDs a thing of the past and that will help usher in an emerging data storage format with 10 times the capacity of the current DVD standard.,3
"GAZA: Israeli forces shot dead two Palestinian gunmen belonging to Hamas on Wednesday, Israeli and Palestinian sources said. An Israeli military spokeswoman said that the two gunmen had fired homemade rockets ",0
"Description: Actor Carl Reiner found his life #39;s calling in the third grade, making his classmates laugh by walking on his hands. The actor, comedian and director joins NPR #39;s Neal Conan and takes calls. ",3
"BEIJING, Sept 6: At least 90 people were killed and 77 were missing in torrential storms lashing southwest China, disaster relief officials said on Monday.",0
For more than four years now the word President Vladimir Putin has used about the situation in Chechnya is  quot;normalisation quot;.,0
Mayor Oscar Goodman crashed baseball #39;s winter meetings on Saturday with some shiny baubles and proposed to the sport in a manner befitting Brittany Spears more than Bud Selig: Let #39;s go to Vegas and get married.,1
 NEW YORK (Reuters) - U.S. Treasury debt prices fell for a  second straight session on Wednesday as buyers' resistance to  higher prices spawned a wave of profit-taking.,2
SAN FRANCISCO Olympic track star Marion Jones is seeking 25 (m) million dollars in a defamation lawsuit against BALCO founder Victor Conte.,1
Sadr City slum after car bombs earlier killed at least 26 people in two Iraqi cities. immediate word on casualties and the US military said it had no information on the fighting.,0
"Agilent #39;s (A:NYSE - news - research) fiscal fourth quarter came up light, and the company slashed first-quarter guidance. Blaming a weak chip business, the Palo Alto, Calif.",2
"Reuters - The U.S. Justice Department has agreed\to defer prosecution of Computer Associates International Inc.\ in its long-running investigation of accounting fraud at\the software maker, the Wall Street Journal said on Wednesday,\citing people familiar with the matter.",3
"AFP - The surge in crude-oil prices to 50 dollars a barrel is likely to hold back the US economy but probably not cause a recession, analysts say.",2
"WPA2 Wi-Fi Protected Access products, both access points and client air cards, will soon be flooding the market. This uses the Advanced Encryption Standard AES which is compliant with the FIPS140-2 government security requirements.",3
Israeli troops shoot dead a mentally ill Palestinian during a raid in Jenin refugee camp in the West Bank.,0
"THE arrest of four Indonesians accused of carrying out the Australian embassy bombing in Jakarta was a positive breakthrough in the war against terrorism, Labor said today.",0
"MOSCOW -- The Soviet Union #39;s most successful ice hockey player, Alexander Ragulin, has died at 63, his former club CSKA Moscow said Thursday.",1
One thing that #39;s always irritated those who don #39;t choose to use Internet Explorer is finding a website that requires IE. Such complaints seem to have grown all the more passionate now security concerns are driving more users to consider IE alternatives.,3
"CARACAS, Venezuela - President Hugo Chavez survived a referendum to oust him, according to results Monday, and former U.S. President Jimmy Carter and other election observers urged the opposition to accept the vote, deflating claims of fraud...",0
"After getting their championship rings and sending the banner up into the rafters, the Pistons started their title defense with an 87-79 victory over the Houston Rockets ",1
 BAGHDAD (Reuters) - U.S. forces freed Falluja's chief  negotiator on Monday after air strikes and a nine-hour battle  blasted the rebel-held Sunni Muslim city west of Baghdad.,0
A BBC One documentary will be broadcast in both English and Hindi for the first time.,3
"KANDAHAR, Afghanistan Afghan officials say an alleged senior Taliban commander and two fighters have been killed in a raid on a village home in southern Afghanistan.",0
"Syracuse coach Jim Boeheim is known for his cutting wit, and even his star players can wind up on the receiving end. Preseason All-America Hakim Warrick scored 17 of his 21 points in the second half to lead ",1
