,texts,labels
187,"LIVERPOOL seem set to become the target of a fresh takeover bid, from the clubs fourth suitor this year. A Los Angeles-based Liverpool-born Hollywood film executive has revealed he is ready to put together a new consortium to buy the club.",1
188,WASHINGTON The Associated Press reports some details are coming out today about proposed federal rules for regional phone companies.,2
189,PC World - Cingular becomes the nation's largest wireless carrier.,3
190,"AP - Indonesia is proceeding with plans to prosecute U.S.-based Newmont Mining for allegedly polluting a bay in central Indonesia, accusing the company Wednesday of giving investigators incomplete information about its waste disposal method.",0
191,"AP - Two Israelis and an American won the Nobel Prize in chemistry Wednesday for showing how cells can give a ""kiss of death"" to destroy unwanted proteins, a finding that could help scientists find new medicines for cancer and other diseases. The award marks the first time an Israeli has won a Nobel science prize.",3
192," WASHINGTON (Reuters) - Winter weather in the United States,  affected by a weak El Nino, will be warmer in the West and  cooler and wetter in the South and Southeast, forecasters  predicted Thursday.",2
193,"Aluminum producer Alcoa Inc. said Thursday that third-quarter profit rose 1.1 percent in the third quarter compared with a year ago, but fell significantly compared with the previous three months.",2
194,"It #39;s a story that would make Peter Pan glad that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.",2
195," PUTRAJAYA, Malaysia (Reuters) - Malaysian dissident  politician Anwar Ibrahim failed on Wednesday in a final court  bid to erase his criminal record and free himself of a ban on  holding political office, but he vowed not to be silenced.",0
196," NEW YORK (Reuters) - Treasury debt prices firmed on Tuesday  after a key reading of U.S. inflation proved  softer-than-expected, a relief to investors in fixed-income  debt.",2
197,AP - A small group of thinking men and women convened at Rutgers University last month to consider how order theory  #151; a branch of abstract mathematics that deals with hierarchical relationships  #151; could be applied to the war on terror.,3
198,"AP - Spain's prime minister, heckled Monday by opposition lawmakers, angrily denied his Socialist party instigated anti-government rallies on the eve of a general election to reap political benefit from the Madrid train bombings.",0
199,A new fossil find suggests that the crocodile's crushing jaws evolved on dry land #151;and long before its water-friendly body.,3
200,"AP - Top Greek sprinters Kostas Kenteris and Katerina Thanou withdrew Wednesday from the Athens Games, nearly a week after the duo missed a drug test and were hospitalized after a mysterious motorcycle crash.",1
201,"Aug. 19 (Bloomberg) -- Hutchison Whampoa Ltd., Hong Kong billionaire Li Ka-shing #39;s biggest company, said first-half profit more than doubled on gains from asset sales. The company added users at unprofitable high-speed wireless networks in Europe at a ...",2
202,"Finance Minister Ralph Goodale says the federal government should achieve an \$5.9-billion surplus this year. That compares to \$9.1 billion in 2003-04, he told the House of Commons finance committee on Tuesday.",2
203,"High-quality images of Titan, Saturn #39;s mysterious moon, tantalized and bewildered scientists yesterday, and they warned that NASA #39;s Cassini spacecraft may have to make several passes over the frozen world before it gives up its secrets.",3
204,SAN ANTONIO -- Antonio Daniels scowled and every muscle in his body seemed steel-cable taut as he walked toward the Sonics #39; bench.,1
205,UK users will be able to replace pirated versions of Windows that they have purchased. Software pirates #39; increasing skill at creating counterfeit versions of Windows XP has prompted Microsoft to introduce ,3
206,"  SAO PAULO, Brazil, Oct. 5 -- Secretary of State Colin L. Powell said Tuesday he was  confident Brazil had no intention of becoming a nuclear power, but he called on the country to work out differences with the U.N. atomic agency over inspections.",0
207,"Bart Bryant won his first PGA Tour event yesterday, closing with a 3-under-par 67 for a three-stroke victory over Providence's Patrick Sheehan at the Texas Open in San Antonio.",1
208,"Katie King #39;s second-period goal lifted the United States into a 1-1 tie with Canada on Thursday night in the Four Nations Cup international women #39;s hockey tournament in Burlington, Vt.",1
209,"AP - Vincent Lecavalier, Joe Sakic and Brad Richards scored in the second period to lead Canada to a 3-1 over the United States in a World Cup of Hockey exhibition game Wednesday night.",1
210,"Shares of Krispy Kreme Doughnuts Inc. (KKD.N: Quote, Profile, Research) fell more than 17 percent before the bell on Thursday after the doughnut chain posted sharply lower quarterly ",2
211,Researchers claim to have solved the mystery of the people who simply do not count. It could be because they are lost for words. The Piraha of the Amazon have almost legendary status in language research.,3
212," EL FASHER, Sudan (Reuters) - Rwandan troops arrived in  Darfur Sunday as the first foreign force there, mandated to  protect observers monitoring a shaky cease-fire between the  Sudanese government and rebels in the remote western region.",0
213,"THE Ministry of Manpower has taken the unprecedented step of outsourcing its entire IT applications, hardware, software and services.",3
214,LAS VEGAS -- There is another reason 1992 Olympic champion Oscar De La Hoya is so appropriately called The Golden Boy.,1
215,US President George W. Bush #39;s plan to play midwife to a Palestinian state took another turn Tuesday with his decision to appoint National Security Advisor Condoleezza Rice as his new secretary of state.,0
216,"AFP - Italy's public accounts are in  quot;serious quot; imbalance and corrective measures are needed to prevent the public deficit from skyrocketing above the European Union limit in the coming years, Bank of Italy governor Antonio Fazio said.",2
217,"LONDON (CBS.MW) -- Credit Suisse #39;s (CSR) CEO, Oswald Gruebel, said the Credit Suisse First Boston name may be scrapped but not immediately, AFX News reported.",2
218,World number one and defending champion Vijay Singh was stalking joint leaders Tom Lehman and Briny Baird after the third round of the \$4.,1
219,"1. Score early, score often and keep the pressure on. The Rams need to strike early against the Seahawks for many reasons. The crowd will be raucous and an early lead for St.",1
220,Alaska Airlines plans to test a pay-to-eat plan on some flights in a move to cut costs.,2
