texts,labels
Hail the lovable idiots. Bless the baseball gods. Raise a cup to the good souls in Red Sox lore -- from Ted Williams and Joe Cronin to Gary Waslewski and Pumpsie Green -- who chased but never captured the game's greatest prize.,1
"AP - Insurgents battled American troops in the streets of Baghdad on Saturday, killing a U.S. soldier in an ambush and gunning down four government employees in signals that the guerrillas remain a potent force despite the fall of their stronghold of Fallujah. Nine Iraqis also died in fighting west of the capital.",0
"Representatives of 21 Pacific Rim economies are in Santiago, Chile for preliminary meetings leading up to this weekend #39;s meeting of the Asia-Pacific Economic Cooperation forum.",0
"JAKARTA - Backed by the Nationhood Coalition of political parties, a senior politician of Indonesia #39;s largest Golkar Party was elected speaker of the House of Representatives early Saturday.",0
An alert posted on the company #39;s Web site outlined the patches that should be posted to fix numerous security holes in a number of applications.,3
LONDON -- Prime Minister Tony Blair arrived home yesterday after undergoing a successful operation to correct an irregular heartbeat.,0
"NEW YORK - In a capstone to the withdrawal of Vioxx, the US Food and Drug Administration has decided to delay the approval of successor drug Arcoxia until more safety data are available.",2
Australian Greens leader Bob Brown says he is astounded issues like the environment and rural and regional Australia did not rate a mention in last night #39;s debate between the Prime Minister and the Opposition leader.,0
" quot;It looked like (Makonnen) was held or bumped or something, quot; Rodgers said.  quot;I #39;m pretty frustrated. We dominated the game.",1
"Yahoo Maps To Add Traffic Updates and Reports\\Yahoo is not only becoming the goto place for multimedia search and online entertainment, it's also now offering a new service for monitoring traffic conditions online. Yahoo's offering of traffic updates lets users plan their daily travel routes around slowdowns like constructon or ...",3
"Ten people die in a shooting in a market in Assam, following a weekend of violence in India's north-east.",0
"AP - Lisa Raymond overcame a loss in the first set and beat Nadia Petrova 3-6, 6-4, 6-4 Wednesday to advance to the quarterfinals of the Pilot Pen tournament.",1
"WINNIPEGThree federal cabinet ministers have assured the Canadian Wheat Board that they support its monopoly selling powers debated at recent world trade talks, the board #39;s chairman said yesterday.",2
Adelaide: New Zealand all-rounder Jacob Oram said playing in the lopsided series against Australia  quot;leaves for dead quot; thrashing Bangladesh twice in Tests last month.,1
Greek entrepreneur Stelios Haji-Iouannou said today he was expanding his Easy business empire with a new online music download service.,3
"On his final lap of the opening qualifying session for the Gran Premio Telmex-Tecate, Bruno Junqueira jumped to the top of the charts to earn an all-important bonus point for ",1
Oil prices surged nearly 6 percent on Wednesday as the US government reported a fall in heating oil stocks in the midst of the season #39;s first arctic cold blast in the Northeast.,2
"One year ago today, the ace of spades in the infamous deck of 55 cards representing the most-wanted people in Iraq, was taken into custody.",0
" STOCKHOLM (Reuters) - Thieves, rapists, kidnappers and  hoaxers are preying on tsunami survivors and families of  victims in Asian refugee camps, hospitals and in the home  countries of European tourists hit by the wave.",0
PC World - Consumers are giving PDAs the hand as they move toward smart phones.,3
"In the stock #39;s first day of trading, investors bought, sold and flipped shares at a furious pace, with the price ending just above \$100 - 18 percent above where it started. ",2
"College field hockey: Providence at URI, 3:30 p.m.; Elms at Becker, 4 p.m.; Union at Middlebury, 4 p.m.; Bates at Husson, 5 p.m.; Northeastern at Harvard, 7 p.m.; UConn at BC, 7 p.m.; Dartmouth at UNH, 7 p.m.; Quinnipiac at Yale, 7 p.m.",1
" LOS ANGELES (Reuters) - Major League Baseball has approved  the creation of a national cable television channel devoted to  America's favorite pastime, but regular-season games may be  confined to the dugouts for the network's first year, a top  league official said on Friday.",1
French President Jacques Chirac lead a delegation of business leaders on a trip to oil-rich Libya Wednesday hoping to expand trade ties.,0
"NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a Shi #39;ite uprising has agreed to disarm his militia and leave one of the country #39;s holiest Islamic shrines after warnings of an onslaught by government forces. ",0
"LONDON -- Apple Computer #39;s three-month-old European iTunes service came under attack Wednesday from Britain #39;s Consumers #39; Association, which asked the Office of Fair Trading, a business watchdog, to investigate why the service #39;s prices are higher than ",3
AP - Microsoft Corp.'s MSN Music site will begin featuring some artists from the independent music Web site GarageBand.com in a deal both companies said is aimed at giving little-known musicians access to a broader audience.,3
"Two Chinese engineers and their Pakistani guard were kidnapped early Saturday in Pakistan #39;s South Waziristan tribal area and the rescue work was underway, said a senior Chinese diplomat.",0
"Cisco has rolled out the first product to result from its collaboration with Microsoft, targeting the SMB market. The new CRM Communications Connector ties Cisco #39;s IP contact-center applications ",3
"AP - Reserve forward Toni Nhleko knocked in a header one minute into stoppage time, leading the Dallas Burn to a 1-0 victory over the first-place MetroStars on Sunday.",1
Exit polls in Ukraine #39;s presidential election appear to show that none of the 24 candidates has won the election outright. The vote has been largely split between the prime minister Viktor Yanukovich and the main opposition leader Viktor Yushchenko.,0
"HONG KONG - Virgin is planning to launch a mobile phone service in China as a 50-50 joint venture with a Chinese company within a year to 18 months, according to reports.",2
A US District Court Judge ruled last year that Big Blue had violated age-discrimination laws by amending its pension plan in a way that would make older employees accrue retirement benefits at a lower rate than younger workers.,2
"NFL fans spending time in Las Vegas always can place a bet on their favourite team for that week #39;s game. Now, the Plaza Hotel is offering something more long-range.",1
Rumours that the Internet would witness a sustained and devastating cyber-attack by Islamic  quot;cyber-terrorists quot; today have turned out to be completely baseless.,3
"NEW DELHI, Dec 4 (AFP): Russia #39;s President Vladimir Putin was headed Saturday for India #39;s high-tech city of Bangalore after ruffling feathers by appearing to rebuff New Delhi #39;s hopes of a veto in any enlarged UN Security Council.",0
"Mobile SMS users in the United States received a new mobile search tool today courtesy of none other than Google (Quote, Chart). The new SMS service, now in beta at Google Labs, promises to help mobile users execute search queries via SMS (define).",3
" CHICAGO (Reuters) - General Mills Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GIS.N target=/stocks/quickinfo/fullquote""&gt;GIS.N&lt;/A&gt; on Tuesday  reported a steeper fall in quarterly earnings than Wall Street  had expected due to higher costs of key food ingredients and  promotional spending.",2
Baseball players and their families have become increasingly concerned about theft and kidnapping in Venezuela after the recent abduction of Ugueth Urbina's mother.,1
